Date,Artist,Song Name,Korean Name,Director,Video,Type,Release,video_seconds,real_id,viewCount,likeCount,commentCount
2020-05-22,Agust D,Daechwita,대취타,,https://youtu.be/qGjAWJ2zWWI,Boy Solo,Major,269,qGjAWJ2zWWI,400055012,14169804,1361748
2020-05-21,Yubin,yaya (Me Time),넵넵,,https://youtu.be/BJD0arHF_5c,Girl Solo,Major,186,BJD0arHF_5c,1164316,53308,2757
2020-05-21,OnlyOneOf,Angel (prod. GRAY),,,https://youtu.be/vVTo8p72FxQ,Boy,Major,221,vVTo8p72FxQ,7492213,81482,3994
2020-05-20,Ryu Sujeong,Tiger Eyes,,,https://youtu.be/aE6curPGQRY,Girl Solo,Major,225,aE6curPGQRY,2645267,42965,3526
2020-05-20,Crush,Mayday feat. Joy (Red Velvet),자나깨나,,https://youtu.be/29ycT6fA-Rs,Boy Solo,Major,201,29ycT6fA-Rs,16993641,652327,32200
2020-05-19,NCT 127,Punch,,,https://youtu.be/U08OSl3V4po,Boy,Major,214,U08OSl3V4po,44239419,1816711,464458
2020-05-19,SECRET NUMBER,Who Dis?,,,https://youtu.be/mkYwq_CKpyw,Girl,Major,209,mkYwq_CKpyw,45710809,1610731,456842
2020-05-18,REDSQUARE,ColorFull,,,https://youtu.be/we1wqjcsYBU,Girl,Major,217,FucOCGd1HPQ,846140,63301,5864
2020-05-18,N.Flying,Amnesia,,,https://youtu.be/UcxNeKzdDN4,Boy,Japanese,220,UcxNeKzdDN4,430441,29588,1654
2020-05-18,TXT,Can't You See Me?,"세계가 불타버린 밤, 우린...",,https://youtu.be/cMFHUTJ13Ys,Boy,Major,230,cMFHUTJ13Ys,68651277,3525284,600477
2020-05-15,woo!ah!,woo!ah!,우아,,https://youtu.be/FBcuYNTmYdM,Girl,Major,219,FBcuYNTmYdM,683478,41120,2916
2020-05-15,Oh My Girl,Dolphin,,,https://youtu.be/oaRTMjLdiDw,Girl,Special,181,oaRTMjLdiDw,32264006,0,12174
2020-05-14,UNVS,Give You Up,,,https://youtu.be/AhHkUqlELvU,Boy,Major,252,AhHkUqlELvU,160022,5040,494
2020-05-13,Busters,Paeonia,피오니아,,https://youtu.be/ocFqqAMooSk,Girl,Major,198,ocFqqAMooSk,423471,26353,2847
2020-05-13,BOL4,Hug,품,,https://youtu.be/qfeoX17dav0,Girl,Major,226,qfeoX17dav0,4498442,114698,4061
2020-05-12,BVNDIT,Jungle,정글,,https://youtu.be/-lqsGDqkl2c,Girl,Major,188,-lqsGDqkl2c,1468632,126823,6061
2020-05-12,"Baek Z Young, Ong Seongwu",didn't say anything,아무런 말들도,,https://youtu.be/nfEPWfKtS0k,Co-ed,Special,228,nfEPWfKtS0k,847074,60321,2775
2020-05-11,NU'EST,I'm In Trouble,,,https://youtu.be/4Lm9u-iXrDc,Boy,Major,201,4Lm9u-iXrDc,24589861,452918,46204
2020-05-11,DAY6,Zombie,,,https://youtu.be/k8gx-C7GCGU,Boy,Major,217,k8gx-C7GCGU,18247228,1057193,79439
2020-05-07,Moon Jongup,Headache feat. Yunhway,개화,,https://youtu.be/KTAZ7I8RylM,Boy Solo,Major,205,KTAZ7I8RylM,242318,25250,2071
2020-05-07,Natty,Nineteen,,,https://youtu.be/rQpWdm5zHOU,Girl Solo,Major,214,rQpWdm5zHOU,8474039,384423,18460
2020-05-07,BOL4,Leo feat. Baekhyun,,,https://youtu.be/L8UUYfe6-UA,Girl,Major,204,L8UUYfe6-UA,11930895,681045,50902
2020-05-06,IU,eight feat. SUGA,에잇,,https://youtu.be/TgOu00Mf3kI,Girl Solo,Major,222,TgOu00Mf3kI,167046888,5791137,294841
2020-05-05,2Z,Doctor,,,https://youtu.be/JipujX1_8aQ,Boy,Major,193,JipujX1_8aQ,132306,16767,1686
2020-05-04,ASTRO,Knock,널 찾아가,,https://youtu.be/Zz7YZtpz2Ek,Boy,Major,209,Zz7YZtpz2Ek,29175714,1169573,117406
2020-05-04,FANATICS,VAVI GIRL,,,https://youtu.be/10fv5Do3McY,Girl,Major,212,10fv5Do3McY,4132604,76387,0
2020-05-04,Taeyeon,Happy,,,https://youtu.be/Raj-AuQgCTg,Girl Solo,Major,226,Raj-AuQgCTg,11484944,722130,36928
2020-04-29,NCT DREAM,Ridin',라이딘,,https://youtu.be/vofjeJvRT9c,Boy,Major,212,vofjeJvRT9c,79306579,2517904,439955
2020-04-29,Bibi,Kazino,사장님 도박은 재미로 하셔야 합니다,Segaji Video,https://youtu.be/ObzvA8tx9aA,Girl Solo,Major,236,ObzvA8tx9aA,14560783,442292,8648
2020-04-28,HA:TFELT,Life Sucks,,,https://youtu.be/Qk0fkeMAUz0,Girl Solo,Major,212,ToKXzpElE3k,276643,15850,370
2020-04-28,Minseo,No Good Girl,,,https://youtu.be/Ctlp1NNqXq0,Girl Solo,Major,209,Ctlp1NNqXq0,680123,28545,911
2020-04-28,GWSN,Bazooka!,바주카,ZANYBROS,https://youtu.be/wMj3sLP_azg,Girl,Major,223,wMj3sLP_azg,26399275,195910,12918
2020-04-27,Oh My Girl,Nonstop,살짝 설렜어,,https://youtu.be/iDjQSdN_ig8,Girl,Major,204,iDjQSdN_ig8,87018902,1147469,59340
2020-04-27,Chungha,Stay Tonight,,Rigend Film,https://youtu.be/YPFIh0dfYfw,Girl Solo,Major,230,YPFIh0dfYfw,26018308,897775,28191
2020-04-26,Noir,Lucifer,,,https://youtu.be/30dfBPkKcRE,Boy,Major,189,30dfBPkKcRE,1236150,114198,6704
2020-04-26,HA:TFELT,Solitude,,,https://youtu.be/eto1czNzbwY,Girl Solo,Major,173,3HQzS-n3UYQ,91901,4869,196
2020-04-26,Ben,Bad,나쁜 놈,,https://youtu.be/BYQ5MKtSzd0,Girl Solo,Major,238,BYQ5MKtSzd0,188458,13100,1133
2020-04-23,Solar,Spit it out,뱉어,,https://youtu.be/V8FXWf0s7K0,Girl Solo,Major,235,V8FXWf0s7K0,23168659,1080389,51266
2020-04-23,ZICO X Kang Daniel,Refresh,,,https://youtu.be/k7aIhVBX3hw,Boy,CF,155,k7aIhVBX3hw,12289690,249577,9049
2020-04-22,APRIL,LALALILALA,라라리라라,,https://youtu.be/cO9DbwTF7rY,Girl,Major,200,cO9DbwTF7rY,7633368,243056,27559
2020-04-22,H&D,Good Night,,,https://youtu.be/7JfEAusJ3OM,Boy,Minor,187,7JfEAusJ3OM,782557,70256,5600
2020-04-21,IMFACT,Lie,거짓말이야,,https://youtu.be/lOQStviApZ4,Boy,Minor,227,fW_7Dvvmw9k,698276,52758,7116
2020-04-21,HA:TFELT,Satellite (Feat. ASH ISLAND),,,https://youtu.be/aiaLSkDDBec,Girl Solo,Major,230,Gz-aoC1kcRk,110199,4552,260
2020-04-21,H&D,Soul,,,https://youtu.be/ej-Yo2E-Pio,Boy,Major,233,ej-Yo2E-Pio,1472159,105448,11872
2020-04-20,GOT7,Not By The Moon,,,https://youtu.be/ladClnnJhqg,Boy,Major,237,ladClnnJhqg,90899018,2494538,610122
2020-04-20,BVNDIT,Children,,,https://youtu.be/IRYBMJ2qSns,Girl,Minor,182,IRYBMJ2qSns,317029,21347,758
2020-04-18,Zelo,She and Malibu,그녀와는 말리부,,https://youtu.be/EFjCTvNZU1s,Boy Solo,Major,140,EFjCTvNZU1s,190645,18453,1189
2020-04-17,MONSTA X,YOU CAN'T HOLD MY HEART,,,https://youtu.be/AWV3pIesd0Y,Boy,English,182,AWV3pIesd0Y,14916122,711726,34336
2020-04-14,CRAVITY,Break All The Rules,,HIGHQUALITYFISH,https://youtu.be/NFlceOv8LMU,Boy,Major,219,NFlceOv8LMU,15483273,634949,61660
2020-04-13,Apink,Dumhdurum,덤더럼,VIKINGS LEAGUE,https://youtu.be/WqzTRK5GPWQ,Girl,Major,221,WqzTRK5GPWQ,39867788,726388,71529
2020-04-13,Girlkind,Future,퓨쳐,,https://youtu.be/qXGRDLwR-EM,Girl,Major,222,qXGRDLwR-EM,250823,12818,1022
2020-04-10,KEEMBO,"Thank You, Anyway",,,https://youtu.be/b8Yqo91ahZk,Girl,Major,223,b8Yqo91ahZk,55412,5295,331
2020-04-09,WINNER,Remember,,,https://youtu.be/NTJ8esMHW2E,Boy,Major,255,NTJ8esMHW2E,25762073,496087,35995
2020-04-09,MCND,Spring,떠,,https://youtu.be/GpYOfM_PwZg,Boy,Major,206,GpYOfM_PwZg,14660974,424311,37118
2020-04-09,DALsooobin,Dive,다이브,,https://youtu.be/IENMc46TMtU,Girl Solo,Major,249,IENMc46TMtU,157763,4393,539
2020-04-08,UNVS,Solar Eclipse (feat room102),절대 모를거야,,https://youtu.be/ger1cmhBmT4,Boy,Major,224,ger1cmhBmT4,106449,9310,442
2020-04-07,Stella Jang,Villain,빌런,,https://youtu.be/ghpn99s8I-U,Girl Solo,Major,193,ghpn99s8I-U,14593891,451659,9643
2020-04-06,(G)I-DLE,Oh My God,오마이갓,Rigend Film,https://youtu.be/om3n2ni8luE,Girl,Major,201,om3n2ni8luE,188011719,3048921,209514
2020-04-06,MAX Changmin,Chocolate,,,https://youtu.be/-sKqPjhSiq0,Boy Solo,Major,177,-sKqPjhSiq0,6385424,332013,17436
2020-04-05,cignature,ASSA,아싸,,https://youtu.be/xDuaONIDgvc,Girl,Major,204,xDuaONIDgvc,2996125,150813,7236
2020-04-02,Onewe,Q feat Hwasa,모르겠다고,,https://youtu.be/Ww0O3RhZbXw,Boy,Major,219,I-gjCidEmnI,1800381,151180,6636
2020-04-01,Hong Jinyoung,Love is like a petal,사랑은 꽃잎처럼,,https://youtu.be/aTx5trrmYCQ,Girl Solo,Major,223,aTx5trrmYCQ,2905120,67958,3513
2020-03-31,CIX,Revival,,,https://youtu.be/LkbwhXFrmsc,Boy,Japanese,199,LkbwhXFrmsc,5749974,151633,9309
2020-03-30,TOO,Magnolia,매그놀리아,,https://youtu.be/VMON43ideUI,Boy,Major,234,VMON43ideUI,2062713,162405,6636
2020-03-30,MONSTA X,Wish on the same sky,,,https://youtu.be/Xn5fAvdEEZA,Boy,Japanese,227,Xn5fAvdEEZA,1833669,120319,12445
2020-03-30,SUHO (EXO),Let's Love,"사랑, 하자",,https://youtu.be/Ygrv55VRRas,Boy Solo,Major,235,Ygrv55VRRas,13971978,1234388,409135
2020-03-26,WINNER,Hold,뜸,Sushivisual,https://youtu.be/YURT0erwtJc,Boy,Major,260,YURT0erwtJc,18216327,849000,51068
2020-03-24,Kang Daniel,2U,,,https://youtu.be/GmqfRBaJm6I,Boy Solo,Major,217,GmqfRBaJm6I,7962193,360080,23856
2020-03-24,Oneus,A Song Written Easily,쉽게 쓰여진 노래,ZANYBROS,https://youtu.be/Fbj4Dh-QkpA,Boy,Major,273,Fbj4Dh-QkpA,7788677,349022,26693
2020-03-23,Seventeen,Fallin' Flower,舞い落ちる花びら,,https://youtu.be/u4iDL3c0T1c,Boy,Japanese,213,u4iDL3c0T1c,40738972,839234,63059
2020-03-22,Kisum,Primero,1위,,https://youtu.be/5YsdHqm9udM,Girl Solo,Minor,229,5YsdHqm9udM,209051,10291,563
2020-03-21,PURPLEBECK,VALENTi,,,https://youtu.be/ndwoqz1wx7Y,Girl,Major,216,fRJx-Tyy9wA,42793,4415,3326
2020-03-20,Daydream,Num Num,,,https://youtu.be/XrAZVvCaqL0,Girl,Major,185,XrAZVvCaqL0,37889,2601,298
2020-03-17,Sejeong (gugudan),Plant,,,https://youtu.be/pbAUixR61Vs,Girl Solo,Major,274,vDdQv-safCs,602948,31445,1363
2020-03-15,Hong Eunki,Breath,숨,,https://youtu.be/zIvlwzMuP-4,Boy Solo,Major,217,zIvlwzMuP-4,156837,15422,595
2020-03-13,Eyedi,J.us.t,,,https://youtu.be/UbIz99fsUXY,Girl Solo,Major,189,UbIz99fsUXY,147844,8617,580
2020-03-12,AB6IX,Color Eye (Park Woojin),,,https://youtu.be/aFRkwkLMGHI,Boy,Special,195,aFRkwkLMGHI,5192120,115782,6058
2020-03-11,DONGKIZ,Lupin,,,https://youtu.be/6ZgIW9CwhZw,Boy,Major,183,6ZgIW9CwhZw,1124866,79241,6297
2020-03-11,Dreamcatcher,Sahara,,,https://youtu.be/BgLhbkKu1s4,Girl,Special,269,BgLhbkKu1s4,5426082,213102,9570
2020-03-10,Favorite,Lie,또 LIE,,https://youtu.be/lE1X2U1sBFg,Girl,Major,216,lE1X2U1sBFg,726739,42051,1773
2020-03-09,Stray Kids,Levanter -Japanese ver.-,,,https://youtu.be/YlOLn9Pd9R4,Boy,Japanese,207,YlOLn9Pd9R4,1671033,133541,3874
2020-03-09,ITZY,Wannabe,,Naive,https://youtu.be/fE2h3lGlOsk,Girl,Major,219,fE2h3lGlOsk,477671694,6176236,321844
2020-03-08,VICTON,Howling,,,https://youtu.be/fPlcZsCOugA,Boy,Major,211,fPlcZsCOugA,18663043,321492,23044
2020-03-05,BTS,Black Swan,,,https://youtu.be/0lapF4DQPKQ,Boy,Minor,218,0lapF4DQPKQ,434667305,12343964,1204060
2020-03-05,NCT 127,Kick It,영웅,Kim 'Oui Kim' Seonguk,https://youtu.be/2OvyA2__Eas,Boy,Major,239,2OvyA2__Eas,166353686,3953415,442047
2020-03-04,VIINI,"Love The Moon feat. Suhyun, BLOO",달을 사랑해,,https://youtu.be/Md9RRt2r3TU,Boy Solo,Major,248,Md9RRt2r3TU,2294774,158723,7862
2020-03-04,Dreamcatcher,Endless Night,,,https://youtu.be/wCALuFy2YVI,Girl,Japanese,202,wCALuFy2YVI,2632800,104895,5740
2020-03-03,CRAXY,Aria,,,https://youtu.be/KhM_l1EeHKc,Girl,Major,231,KhM_l1EeHKc,3405818,120305,21507
2020-03-01,FTISLAND,Sunrise Yellow,,,https://youtu.be/SYMZf2DgRdg,Boy,Japanese,199,SYMZf2DgRdg,393642,14933,777
2020-02-29,Chungha,Everybody Has,솔직히 지친다,,https://youtu.be/-4sq1sUI7-I,Girl,Special,249,-4sq1sUI7-I,2092479,122123,2547
2020-02-28,BTS,ON,온,,https://youtu.be/mPVDGOVjRQ0,Boy,Major,355,mPVDGOVjRQ0,317381148,12441372,2777290
2020-02-28,Lim Kim,Mong,,,https://youtu.be/XYNfqKJr538,Girl Solo,Major,282,XYNfqKJr538,671106,29904,2139
2020-02-27,SF9,Good Guy -Japanese ver.-,,,https://youtu.be/LswOtwkLEAI,Boy,Japanese,206,LswOtwkLEAI,822667,30277,1318
2020-02-27,MCND,Ice Age,,,https://youtu.be/XpIG9dq1PQw,Boy,Major,200,XpIG9dq1PQw,29166054,914290,56682
2020-02-26,ELRIS,Jackpot,,August Frogs,https://youtu.be/iPAIlZM1VUU,Girl,Major,209,iPAIlZM1VUU,2102684,68058,4388
2020-02-24,AleXa,A.I Trooper,,,https://youtu.be/LGt-Dmnjk-s,Girl Solo,Minor,135,LGt-Dmnjk-s,3208238,138852,5680
2020-02-24,Ravi,ROCKSTAR (Feat. Paloalto),,,https://youtu.be/OZw8s1wVUtU,Boy Solo,Major,195,jHf8EXC5rd8,3997242,31296,1641
2020-02-23,Spectrum,Showtime,,,https://youtu.be/13ktxoI5E-M,Boy,Major,208,x4ZTCEPo0yQ,167645,17905,1115
2020-02-22,UNVS,Timeless,,,https://youtu.be/MEtQXrElVy0,Boy,Major,248,MEtQXrElVy0,277997,25293,1029
2020-02-21,BTS,ON (Kinetic Manifesto Film : Come Prima),온,Lumpens,https://youtu.be/gwMa6gpoE9I,Boy,Major,299,gwMa6gpoE9I,524858019,13988388,1789570
2020-02-21,ELRIS,This is me (Dance Ver.),,,https://youtu.be/9uhUmjANdQA,Girl,Minor,213,9uhUmjANdQA,787499,21520,1249
2020-02-21,Moon,Woo,,,https://youtu.be/WDrcvug1xZs,Girl Solo,Major,165,nuA7-WG82IA,20424,890,46
2020-02-21,3YE,Queen,퀸,,https://youtu.be/HWOtN5B8PnU,Girl,Major,232,HWOtN5B8PnU,9399706,163592,7303
2020-02-20,Weki Meki,Dazzle Dazzle,대즐대즐,,https://youtu.be/RTeOt6n90vM,Girl,Major,195,RTeOt6n90vM,6553883,247389,9610
2020-02-20,AB6IX,More (Kim Donghyun),더 더,,https://youtu.be/VRhO5svfMTI,Boy,Special,243,VRhO5svfMTI,3212788,73714,2606
2020-02-18,Dreamcatcher,Scream,,,https://youtu.be/FKlGHHhTOsQ,Girl,Major,210,FKlGHHhTOsQ,44895912,970662,67912
2020-02-18,HighSchool,Timing,타이밍,,https://youtu.be/fC9LIVFPB6s,Girl,Major,200,fC9LIVFPB6s,45771,5104,846
2020-02-17,IZ*One,Fiesta,,Rigend Film,https://youtu.be/eDEFolvLn0A,Girl,Major,218,eDEFolvLn0A,99856202,1352732,127028
2020-02-13,AB6IX,Moondance (Jeon Woong),,,https://youtu.be/8guHZbcOe0U,Boy,Special,227,8guHZbcOe0U,4156418,132128,6546
2020-02-12,Sumin+Zion.T,Dirty Love,더럽게,,https://youtu.be/BvF9ri_AltA,Special,Major,213,BvF9ri_AltA,482549,20104,589
2020-02-12,BLACK6IX,Call My Name,,,https://youtu.be/VJq4UMLtYaU,Boy,Major,218,VJq4UMLtYaU,34654,5153,577
2020-02-12,KARD,Red Moon,,ZANYBROS,https://youtu.be/ZAEqQPAEkug,Co-ed,Major,180,ZAEqQPAEkug,20159779,769223,41617
2020-02-11,AlphaBAT,Again,불러본다,,https://youtu.be/Nux-2AI-IK8,Boy,Special,274,Nux-2AI-IK8,41262,0,854
2020-02-11,Pentagon,Dr. Bebe,Dr. 베베,ZANYBROS,https://youtu.be/eMIBLloecRI,Boy,Major,238,eMIBLloecRI,26209432,535193,46660
2020-02-11,Cherry Bullet,Hands Up,무릎을 탁 치고,,https://youtu.be/FFSHUWCDK8Q,Girl,Major,217,FFSHUWCDK8Q,15237837,227245,9858
2020-02-10,Rocket Punch,Bouncy,바운시,ZANYBROS,https://youtu.be/QqggrSpICM0,Girl,Major,224,QqggrSpICM0,8833657,137099,9148
2020-02-09,The Boyz,Reveal,,,https://youtu.be/EZntLk9bTUw,Boy,Major,211,EZntLk9bTUw,14781835,0,13098
2020-02-08,Sunmi,Gotta Go,가라고,,https://youtu.be/fN-YPbbGUoE,Girl Solo,OST,179,fN-YPbbGUoE,7199950,288948,5171
2020-02-06,iKON,Dive,뛰어들게,,https://youtu.be/brP5M0o4hi8,Boy,Major,201,brP5M0o4hi8,39281563,1629070,185976
2020-02-06,BVNDIT,Cool,,,https://youtu.be/LWQ5zNi_9r8,Girl,Special,191,LWQ5zNi_9r8,811890,55668,1505
2020-02-05,Loona,So What,,Digipedi,https://youtu.be/GEo5bmUKFvI,Girl,Major,274,GEo5bmUKFvI,33323198,686558,69404
2020-02-05,SAAY,Winter feat. WOO,,,https://youtu.be/XFdPF5gyjTc,Girl Solo,Major,374,XFdPF5gyjTc,122304,10344,478
2020-02-04,Mamamoo,HIP -Japanese ver.-,,,https://youtu.be/yc10BuFih2U,Girl,Japanese,203,yc10BuFih2U,16408667,285585,7117
2020-02-03,cignature,Nun Nu Nan Na,눈누난나,,https://youtu.be/WM9DCnxXstI,Girl,Major,214,WM9DCnxXstI,4343658,225161,10296
2020-02-03,DKB,Sorry Mama,미안해 엄마,,https://youtu.be/0VngyLZ0hQI,Boy,Major,207,0VngyLZ0hQI,2259736,158436,8326
2020-02-03,Everglow,Dun Dun,,,https://youtu.be/NoYKBAajoyo,Girl,Major,209,NoYKBAajoyo,269699438,4061530,253633
2020-02-03,GFRIEND,Crossroads,교차로,,https://youtu.be/kx5TWKPE5sU,Girl,Major,296,kx5TWKPE5sU,27719215,939640,126794
2020-02-03,Dreamcatcher,Red Sun,,,https://youtu.be/RKBJVdjOHUY,Girl,Minor,237,RKBJVdjOHUY,8669438,289153,11025
2020-02-02,Kim Jaehwan,Goodbye,안녕,,https://youtu.be/he_XQNuWhis,Boy Solo,Major,254,he_XQNuWhis,1073133,49298,1842
2020-01-30,Yezi,My Gravity,,,https://youtu.be/YimQ4mB0uiM,Girl Solo,Major,232,YimQ4mB0uiM,172904,9313,440
2020-01-29,ATEEZ,Answer (Japanese Ver.),,,https://youtu.be/xU7vogho4R0,Boy,Japanese,274,xU7vogho4R0,1080567,65106,2081
2020-01-29,Golden Child,Without You,,ZANYBROS,https://youtu.be/UjkNOC9h3_g,Boy,Major,252,UjkNOC9h3_g,11374675,171568,14347
2020-01-28,Siyeon (Dreamcatcher),Paradise,,,https://youtu.be/JDmZ6oguzzM,Girl Solo,Special,246,JDmZ6oguzzM,1231423,65589,3097
2020-01-28,SECHSKIES,All For You,,,https://youtu.be/X-jbgKPEf40,Boy,Major,251,X-jbgKPEf40,9078912,105861,9416
2020-01-28,Super Junior,2YA2YAO!,,,https://youtu.be/Uqi34thogl4,Boy,Major,210,Uqi34thogl4,21545623,940800,100920
2020-01-24,Nature,I'm So Pretty (Japanese ver.),,,https://youtu.be/CBsOb4R1AHw,Girl,Japanese,216,CBsOb4R1AHw,433518,9989,595
2020-01-23,"Dynamic Duo, Chen (EXO)",Alone,혼자,,https://youtu.be/5MTiAh2EouI,Boy,Special,254,5MTiAh2EouI,606658,92024,10014
2020-01-23,Super Junior,I Think I (Japanese ver.),,,https://youtu.be/yB5kc4VGo5E,Boy,Japanese,225,yB5kc4VGo5E,2381494,161300,7828
2020-01-22,Gavy NJ,I’m in Sinchon,신촌에 왔어,,https://youtu.be/Kta0alJhOmY,Girl,Major,340,Kta0alJhOmY,675858,3724,286
2020-01-21,"Paul Kim, Chungha",Loveship,,,https://youtu.be/dM5gMsePq-o,Co-ed,Special,297,dM5gMsePq-o,1525774,66959,1537
2020-01-20,Kiara,Boss,,,https://youtu.be/f5pTBgvXJeA,Girl Solo,Major,203,f5pTBgvXJeA,162160,15719,920
2020-01-17,OnlyOneOf,meSAGE,,,https://youtu.be/Ed9Znq_Kpk0,Boy,Minor,177,Ed9Znq_Kpk0,32578,6055,390
2020-01-17,BTS,Black Swan,,,https://youtu.be/vGbuUFRdYqU,Boy,Minor,331,vGbuUFRdYqU,43173291,3692035,237297
2020-01-15,CRAXY,My Universe,,,https://youtu.be/Y1f5hl78m30,Girl,Minor,265,Y1f5hl78m30,196535,17211,2447
2020-01-15,TVXQ!,Manazashi,,,https://youtu.be/jVlzyC5WFZ0,Boy,Japanese,273,jVlzyC5WFZ0,996851,17806,1180
2020-01-15,Taeyeon,Dear Me,내게 들려주고 싶은 말,,https://youtu.be/bho0m505qVA,Girl Solo,Major,228,bho0m505qVA,6426467,333311,12916
2020-01-14,TXT,Run Away (Japanese Ver.),9と4分の3番線で君を待つ,,https://youtu.be/2u8ExBR-RbQ,Boy,Japanese,220,2u8ExBR-RbQ,21568001,1087174,36283
2020-01-13,2Z,My 1st Hero,,,https://youtu.be/MLm4PCzBreE,Boy,Major,219,MLm4PCzBreE,131180,13825,703
2020-01-13,Zico,Anysong,아무노래,,https://youtu.be/UdyjeUwPz_E,Boy Solo,Major,248,UdyjeUwPz_E,11889578,0,5670
2020-01-12,Hara,Hello,,,https://youtu.be/C9V7Cd0SmKc,Girl Solo,Japanese,218,C9V7Cd0SmKc,510951,25097,2360
2020-01-12,ENOi,Cheeky,,,https://youtu.be/IYSlVTlv4bQ,Boy,Major,240,IYSlVTlv4bQ,1135458,45319,2171
2020-01-10,ANS,Say My Name,,,https://youtu.be/-NGoD8l-fp4,Girl,Major,218,-NGoD8l-fp4,5308248,170695,13631
2020-01-09,Ong Seung Wu,We Belong,,,https://youtu.be/AkE_L1Lj4Lc,Boy Solo,Major,202,AkE_L1Lj4Lc,3274017,211125,7884
2020-01-08,Amber Liu,Stay Calm,,,https://youtu.be/tBWh4IAHgWQ,Girl Solo,Major,230,tBWh4IAHgWQ,798442,71517,3156
2020-01-08,DreamNote,Wish,바라다,,https://youtu.be/DQ4Ni7KsHoI,Girl,Major,219,DQ4Ni7KsHoI,1248388,60846,4284
2020-01-07,Verivery,Lay Back,,,https://youtu.be/X2RyGcufXKw,Boy,Major,207,X2RyGcufXKw,16477677,243500,12757
2020-01-07,Red Velvet,Remember Forever,,,https://youtu.be/aVMs0cO-dMQ,Girl,Minor,136,aVMs0cO-dMQ,53015,5890,239
2020-01-06,B.O.Y,My Angel,,,https://youtu.be/QphFqZ7tf9o,Boy,Major,222,QphFqZ7tf9o,355137,50263,5439
2020-01-06,Dustin,Burn,,,https://youtu.be/5t5lpeKTrRU,Boy,Major,213,5t5lpeKTrRU,206485,12792,1218
2020-01-06,Younha,Dark Cloud,먹구름,,https://youtu.be/hrO-BgLjJ-Q,Girl Solo,Major,272,hrO-BgLjJ-Q,1599096,50826,2443
2020-01-06,ATEEZ,Answer,,,https://youtu.be/yW7wZX3DUaY,Boy,Major,274,yW7wZX3DUaY,80454543,1349911,142922
2020-01-05,SF9,Good Guy,,,https://youtu.be/n8zQysKciao,Boy,Major,206,n8zQysKciao,45273203,562369,102385
2020-01-04,M.O.N.T,Tired,피곤,,https://youtu.be/qdJwaiZBV5E,Boy,Major,210,qdJwaiZBV5E,497238,60586,3038
2020-01-02,MCND,Top Gang,,,https://youtu.be/4fNgJkio31c,Boy,Major,199,4fNgJkio31c,4164840,295192,15038
2020-01-02,TST,Count down,,,https://youtu.be/O9sgPPXoPsI,Boy,Major,212,O9sgPPXoPsI,650683,50431,2782
2020-01-01,DONGKIZ,All I Need is You,,,https://youtu.be/Ds_SRpB2-jQ,Boy,Major,210,Ds_SRpB2-jQ,100538,8138,696
2019-12-30,Momoland,Thumbs Up,,,https://youtu.be/TbuP2ypiTRc,Girl,Major,207,TbuP2ypiTRc,58756629,698424,101900
2019-12-26,Jiyeon,Take A Hike,,,https://youtu.be/tJNS1W0YmdE,Girl Solo,Major,181,tJNS1W0YmdE,10147328,474061,49989
2019-12-23,Red Velvet,Psycho,,,https://youtu.be/uR8Mrt1IpXg,Girl,Major,216,uR8Mrt1IpXg,351755718,6197974,634011
2019-12-17,Oneus,808,,,https://youtu.be/5N3Wl-07Pws,Boy,Japanese,239,5N3Wl-07Pws,1085697,69567,3645
2019-12-15,Woojoo jjokkomi,White Winter,,,https://youtu.be/2ttQmpeSk4o,Boy,Special,309,2ttQmpeSk4o,3440290,193706,12277
2019-12-13,Kim Jaehwan,The Time I Need,시간이 필요해,,https://youtu.be/t_aAAx2gtvY,Boy Solo,Major,212,t_aAAx2gtvY,1027018,68551,1784
2019-12-11,BoA,Starry Night faet. Crush,,,https://youtu.be/u3ZYUsd1vRU,Girl Solo,Major,215,u3ZYUsd1vRU,993325,60598,1931
2019-12-09,Stray Kids,Levanter,바람,,https://youtu.be/Fpgd3ac3_nM,Boy,Major,207,Fpgd3ac3_nM,44735437,1387087,112827
2019-12-06,JBJ95,Only One,,,https://youtu.be/2KkPu680fQc,Boy,Major,227,2KkPu680fQc,270332,19818,885
2019-12-04,Park Jihoon,360,,,https://youtu.be/6Fibpj267H0,Boy Solo,Major,198,6Fibpj267H0,3436635,256912,12999
2019-12-03,U-Kwon (Block B),Fuego feat. RGP,,,https://youtu.be/MyAoZfwWdgk,Boy Solo,Major,221,MyAoZfwWdgk,227756,23788,1366
2019-12-02,Hi Cutie,Lovely Day,러블리데이,,https://youtu.be/Y1ENebCORMk,Girl,Minor,251,Y1ENebCORMk,25478,963,147
2019-11-30,J.Y. Park,"Fever feat. Superbee, BIBI",,,https://youtu.be/IePbjLAUvf0,Boy Solo,Major,281,IePbjLAUvf0,29803921,690932,38971
2019-11-28,Limitless,Wish Wish,,,https://youtu.be/-KBg_KnB7SU,Boy,Major,217,-KBg_KnB7SU,181892,13903,786
2019-11-28,Newkidd,Come,컴,,https://youtu.be/XIfhwwAG1Oo,Boy,Major,210,XIfhwwAG1Oo,1154691,130296,7703
2019-11-27,EXO,Obsession,,,https://youtu.be/uxmP4b2a0uY,Boy,Major,220,uxmP4b2a0uY,159218340,4678007,1716422
